ID,Prediction
973,2219.628700810945
974,2232.2900576879456
975,6245.4352670187145
976,2219.628700810945
977,6253.876171603381
978,2215.408248518611
979,10216.375953426144
980,18335.516322519023
981,2215.408248518611
982,10275.462285518817
983,2228.069605395612
984,2219.628700810945
985,6236.994362434047
986,2219.628700810945
987,2236.5105099802795
988,6245.4352670187145
989,10199.49414425681
990,2228.069605395612
991,6241.214814726381
992,2215.408248518611
993,6215.892100972378
994,6262.317076188048
995,6241.214814726381
996,6194.78983951071
997,2228.069605395612
998,14229.521162756915
999,10245.91911947248
1000,2232.2900576879456
1001,6245.4352670187145
1002,6262.317076188048
1003,6224.333005557046
1004,6241.214814726381
1005,2202.74689164161
1006,6245.4352670187145
1007,2228.069605395612
1008,6253.876171603381
1009,18310.19360876502
1010,6232.773910141714
1011,10283.903190103483
1012,6258.096623895715
1013,6207.451196387711
1014,6232.773910141714
1015,6236.994362434047
1016,2211.1877962262774
1017,2198.5264393492766
1018,10245.91911947248
1019,10245.91911947248
1020,2236.5105099802795
1021,6228.55345784938
1022,6258.096623895715
1023,6253.876171603381
1024,10191.053239672143
1025,14284.387042557251
1026,18314.414061057356
1027,6253.876171603381
1028,6241.214814726381
1029,6253.876171603381
1030,10203.714596549144
1031,6249.6557193110475
1032,2198.5264393492766
1033,10250.139571764816
1034,2232.2900576879456
1035,6228.55345784938
1036,2232.2900576879456
1037,6236.994362434047
1038,10250.139571764816
1039,10271.241833226482
1040,6228.55345784938
1041,2215.408248518611
1042,2223.8491531032787
1043,10250.139571764816
1044,6186.3489349260435
1045,2215.408248518611
1046,2232.2900576879456
1047,6241.214814726381
1048,10245.91911947248
1049,2202.74689164161
1050,6253.876171603381
1051,10148.848716748807
1052,2202.74689164161
1053,6241.214814726381
1054,2228.069605395612
1055,2219.628700810945
1056,2228.069605395612
1057,6253.876171603381
1058,14242.182519633916
1059,6220.112553264712
1060,2215.408248518611
1061,6211.671648680045
1062,6224.333005557046
1063,6207.451196387711
1064,2223.8491531032787
1065,6241.214814726381
1066,2219.628700810945
1067,2215.408248518611
1068,18217.34365833368
1069,6245.4352670187145
1070,2228.069605395612
1071,2232.2900576879456
1072,6207.451196387711
1073,2228.069605395612
1074,6232.773910141714
1075,6262.317076188048
1076,14204.198449002912
1077,18280.650442718685
1078,6220.112553264712
1079,6228.55345784938
1080,6241.214814726381
1081,2228.069605395612
1082,2219.628700810945
1083,2232.2900576879456
1084,6215.892100972378
1085,10250.139571764816
1086,10212.155501133811
1087,6241.214814726381
1088,2232.2900576879456
1089,2215.408248518611
1090,6236.994362434047
1091,6232.773910141714
1092,6199.010291803044
1093,10245.91911947248
1094,6241.214814726381
1095,6236.994362434047
1096,6236.994362434047
1097,2223.8491531032787
1098,2219.628700810945
1099,2202.74689164161
1100,6220.112553264712
1101,18255.327728964683
1102,6241.214814726381
1103,6228.55345784938
1104,10267.02138093415
1105,2211.1877962262774
1106,2206.967343933944
1107,2198.5264393492766
1108,6253.876171603381
1109,6232.773910141714
1110,6241.214814726381
1111,6203.230744095377
1112,10262.800928641816
1113,10258.580476349482
1114,6245.4352670187145
1115,10216.375953426144
1116,2206.967343933944
1117,6258.096623895715
1118,6224.333005557046
1119,10262.800928641816
1120,2202.74689164161
1121,10275.462285518817
1122,14292.82794714192
1123,6220.112553264712
1124,14229.521162756915
1125,2232.2900576879456
1126,2236.5105099802795
1127,2211.1877962262774
1128,6241.214814726381
1129,14221.080258172247
1130,2219.628700810945
1131,10279.68273781115
1132,14233.741615049248
1133,6220.112553264712
1134,2219.628700810945
1135,2215.408248518611
1136,2215.408248518611
1137,2215.408248518611
1138,6224.333005557046
1139,10220.59640571848
1140,14254.843876510917
1141,6224.333005557046
1142,6224.333005557046
1143,10224.816858010812
1144,6245.4352670187145
1145,6220.112553264712
1146,6241.214814726381
1147,6245.4352670187145
1148,2228.069605395612
1149,2223.8491531032787
1150,6215.892100972378
1151,2219.628700810945
1152,6236.994362434047
1153,6245.4352670187145
1154,2232.2900576879456
1155,6199.010291803044
1156,14284.387042557251
1157,2223.8491531032787
1158,6258.096623895715
1159,2219.628700810945
1160,6249.6557193110475
1161,2211.1877962262774
1162,10283.903190103483
1163,2190.0855347646093
1164,10262.800928641816
1165,2202.74689164161
1166,2228.069605395612
1167,10241.698667180148
1168,6241.214814726381
1169,2215.408248518611
1170,2202.74689164161
